ID;Gender;Ever_Married;Age;Graduated;Profession;Var_1;Family_Size_Imputed;Age_Category;Family_Size_Cat
466936;M;Yes;60;No;Lawyer;Cat_6;3.0;Over 53;3 or 4 people
466939;M;Yes;73;No;Lawyer;Cat_6;2.0;Over 53;2 people
466951;F;Yes;52;Yes;Artist;Cat_6;3.0;Between 41 and 53;3 or 4 people
467058;M;Yes;80;No;Executive;Cat_6;2.0;Over 53;2 people
467078;F;Yes;26;No;Healthcare;Cat_7;2.0;Under 30;2 people
467116;M;Yes;65;Yes;Executive;Cat_6;2.0;Over 53;2 people
467119;M;Yes;37;No;Marketing;Cat_7;4.0;Between 30 and 41;3 or 4 people
467157;M;Yes;39;Yes;Executive;Cat_7;6.0;Between 30 and 41;5 or more people
467159;F;Yes;37;Yes;Homemaker;Cat_6;2.0;Between 30 and 41;2 people
467189;F;Yes;45;Yes;Artist;Cat_6;4.0;Between 41 and 53;3 or 4 people
467208;F;Yes;41;Yes;Homemaker;Cat_6;2.0;Between 30 and 41;2 people
467217;F;Yes;79;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
467311;M;Yes;71;Yes;Lawyer;Cat_6;3.0;Over 53;3 or 4 people
467325;F;Yes;73;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
467352;M;Yes;45;Yes;Executive;Cat_6;4.0;Between 41 and 53;3 or 4 people
467437;F;Yes;86;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
467456;M;Yes;42;No;Executive;Cat_6;4.0;Between 41 and 53;3 or 4 people
467459;M;Yes;42;Yes;Executive;Cat_6;5.0;Between 41 and 53;5 or more people
467472;M;Yes;60;Yes;Executive;Cat_6;4.0;Over 53;3 or 4 people
467482;M;Yes;42;Yes;Executive;Cat_6;3.0;Between 41 and 53;3 or 4 people
467493;M;Yes;47;Yes;Executive;;4.0;Between 41 and 53;3 or 4 people
467500;F;Yes;25;Yes;Artist;Cat_6;2.0;Under 30;2 people
467537;F;Yes;65;No;Lawyer;Cat_6;3.0;Over 53;3 or 4 people
467623;M;Yes;77;Yes;Unknown;Cat_6;2.0;Over 53;2 people
467654;F;Yes;62;Yes;Artist;Cat_6;4.0;Over 53;3 or 4 people
467664;M;Yes;35;Yes;Executive;Cat_6;4.0;Between 30 and 41;3 or 4 people
467666;M;Yes;48;Yes;Executive;Cat_6;3.0;Between 41 and 53;3 or 4 people
467669;M;Yes;82;No;Lawyer;Cat_6;2.0;Over 53;2 people
467673;M;Yes;45;No;Executive;Cat_6;4.0;Between 41 and 53;3 or 4 people
467683;M;Yes;30;Yes;Healthcare;Cat_2;3.0;Under 30;3 or 4 people
467685;M;Yes;51;No;Marketing;Cat_4;6.0;Between 41 and 53;5 or more people
467693;M;Yes;59;Yes;Entertainment;Cat_6;5.0;Over 53;5 or more people
467694;M;Yes;56;Yes;Executive;Cat_6;2.0;Over 53;2 people
467707;M;Yes;89;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
467715;M;Yes;45;Yes;Executive;Cat_6;3.0;Between 41 and 53;3 or 4 people
467726;M;Yes;82;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
467727;M;Yes;53;Yes;Artist;Cat_3;4.0;Over 53;3 or 4 people
467728;F;Yes;43;No;Engineer;Cat_6;5.0;Between 41 and 53;5 or more people
467733;M;Yes;56;No;Executive;Cat_6;3.0;Over 53;3 or 4 people
467734;M;Yes;88;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
467802;F;Yes;48;Yes;Artist;Cat_6;5.0;Between 41 and 53;5 or more people
467806;M;Yes;55;Yes;Artist;Cat_6;2.0;Over 53;2 people
467864;F;Yes;66;Yes;Lawyer;Cat_6;2.0;Over 53;2 people
467868;F;Yes;66;Yes;Entertainment;Cat_6;2.0;Over 53;2 people
467876;F;Yes;50;Yes;Artist;Cat_6;2.0;Between 41 and 53;2 people
467879;F;Yes;51;Yes;Artist;Cat_6;4.0;Between 41 and 53;3 or 4 people
467905;M;Yes;37;Yes;Executive;Cat_6;3.0;Between 30 and 41;3 or 4 people
467961;M;Yes;47;Yes;Executive;Cat_4;5.0;Between 41 and 53;5 or more people
