ID,Gender,Ever_Married,Age,Graduated,Profession,Spending_Score,Age_Category,Family_Size_Cat
460348,F,No,39,Yes,Artist,Low,Between 30 and 41,2 people
460349,M,,42,Yes,Artist,Average,Between 41 and 53,2 people
460354,F,No,37,Yes,Artist,Low,Between 30 and 41,1 person
460356,M,No,19,No,Healthcare,Low,Under 30,3 or 4 people
460358,M,No,30,No,Marketing,Low,Under 30,1 person
460361,F,Yes,49,Yes,Artist,Low,Between 41 and 53,1 person
460362,M,Yes,55,Yes,Healthcare,Low,Over 53,3 or 4 people
460365,F,Yes,59,Yes,Doctor,Low,Over 53,2 people
460369,F,Yes,46,Yes,Artist,Low,Between 41 and 53,2 people
460370,F,Yes,27,Yes,Executive,High,Under 30,2 people
460371,F,No,25,Yes,Artist,Low,Under 30,2 people
460378,F,No,37,Yes,Doctor,Low,Between 30 and 41,1 person
460379,M,No,38,Yes,Artist,Low,Between 30 and 41,3 or 4 people
460380,M,No,29,Yes,Entertainment,Low,Under 30,3 or 4 people
460381,M,No,28,Yes,Artist,Low,Under 30,2 people
460384,F,Yes,27,Yes,Marketing,Low,Under 30,2 people
460387,F,No,42,No,Entertainment,Low,Between 41 and 53,2 people
460388,F,No,43,Yes,Artist,Low,Between 41 and 53,2 people
460389,F,Yes,40,Yes,Healthcare,Average,Between 30 and 41,2 people
460390,M,No,41,Yes,Artist,Low,Between 30 and 41,3 or 4 people
460392,M,Yes,46,No,Entertainment,Low,Between 41 and 53,1 person
460394,F,No,32,Yes,Healthcare,Low,Between 30 and 41,3 or 4 people
460397,F,No,56,Yes,Entertainment,Low,Over 53,1 person
460399,M,No,28,Yes,Marketing,Low,Under 30,1 person
460401,F,No,25,Yes,Artist,Low,Under 30,3 or 4 people
460404,M,Yes,42,Yes,Artist,Low,Between 41 and 53,5 or more people
460405,F,No,41,Yes,Entertainment,Low,Between 30 and 41,2 people
460406,M,Yes,36,Yes,Healthcare,Low,Between 30 and 41,2 people
460408,F,No,42,Yes,Artist,Low,Between 41 and 53,1 person
460409,F,No,42,Yes,Artist,Low,Between 41 and 53,3 or 4 people
460415,F,No,55,Yes,Entertainment,Low,Over 53,2 people
460422,M,Yes,52,Yes,Entertainment,High,Between 41 and 53,2 people
460431,F,No,47,Yes,Engineer,Low,Between 41 and 53,1 person
460434,M,,57,Yes,Artist,High,Over 53,3 or 4 people
460437,F,No,26,Yes,Artist,Low,Under 30,1 person
460440,F,No,28,No,Artist,Low,Under 30,2 people
460443,F,No,37,Yes,Doctor,Low,Between 30 and 41,1 person
460447,M,,89,No,Lawyer,Low,Over 53,1 person
460449,M,No,25,No,Marketing,Low,Under 30,1 person
460450,M,Yes,50,Yes,Executive,High,Between 41 and 53,3 or 4 people
460453,F,No,42,Yes,Doctor,Low,Between 41 and 53,1 person
460454,M,No,48,Yes,Artist,Low,Between 41 and 53,1 person
460457,F,No,37,Yes,Entertainment,Low,Between 30 and 41,2 people
460459,F,No,30,No,Engineer,Low,Under 30,5 or more people
460460,M,Yes,26,No,Entertainment,Low,Under 30,3 or 4 people
460467,F,Yes,47,Yes,Artist,Average,Between 41 and 53,2 people
460470,M,No,36,No,Healthcare,Low,Between 30 and 41,3 or 4 people
460476,M,Yes,53,No,Doctor,Average,Over 53,3 or 4 people
460477,M,No,30,No,Entertainment,Low,Under 30,5 or more people
460484,F,No,20,No,Healthcare,Low,Under 30,5 or more people
460485,F,No,19,No,Marketing,Low,Under 30,5 or more people
460489,M,No,19,No,Healthcare,Low,Under 30,5 or more people
460492,F,No,37,No,Marketing,Low,Between 30 and 41,2 people
460495,M,No,20,No,Healthcare,Low,Under 30,5 or more people
460504,M,,39,No,Executive,Average,Between 30 and 41,3 or 4 people
460505,F,No,26,Yes,Engineer,Low,Under 30,3 or 4 people
460507,M,No,31,No,Doctor,Low,Between 30 and 41,3 or 4 people
460508,M,Yes,31,Yes,Healthcare,High,Between 30 and 41,3 or 4 people
460518,F,Yes,41,Yes,Engineer,Average,Between 30 and 41,3 or 4 people
460522,F,Yes,32,No,Homemaker,Average,Between 30 and 41,2 people
460541,F,Yes,42,Yes,Homemaker,Average,Between 41 and 53,3 or 4 people
460542,F,Yes,89,No,Lawyer,Low,Over 53,2 people
460545,M,Yes,78,No,Lawyer,High,Over 53,3 or 4 people
460546,F,Yes,65,Yes,Lawyer,Low,Over 53,2 people
460547,F,Yes,48,Yes,Homemaker,Average,Between 41 and 53,2 people
460549,M,No,36,Yes,Artist,Low,Between 30 and 41,2 people
460550,F,Yes,55,Yes,Artist,Average,Over 53,3 or 4 people
460551,M,Yes,52,Yes,Engineer,Average,Between 41 and 53,2 people
460555,M,Yes,52,Yes,Homemaker,Average,Between 41 and 53,3 or 4 people
460556,F,Yes,41,Yes,,Low,Between 30 and 41,1 person
460558,F,Yes,36,Yes,Engineer,Low,Between 30 and 41,1 person
460561,F,No,37,No,Engineer,Low,Between 30 and 41,1 person
460563,F,No,40,No,Healthcare,Low,Between 30 and 41,2 people
460566,M,Yes,38,Yes,Homemaker,Average,Between 30 and 41,2 people
460571,M,No,25,No,Doctor,Low,Under 30,3 or 4 people
460572,F,No,33,Yes,Engineer,Low,Between 30 and 41,3 or 4 people
460574,M,No,26,Yes,Artist,Low,Under 30,1 person
460582,F,No,28,No,Entertainment,Low,Under 30,1 person
460583,M,No,18,No,Marketing,Low,Under 30,5 or more people
460585,M,No,52,No,Entertainment,Low,Between 41 and 53,3 or 4 people
460586,M,No,26,Yes,Healthcare,Low,Under 30,2 people
460588,M,No,18,No,Healthcare,Low,Under 30,3 or 4 people
460597,F,No,20,No,Marketing,Low,Under 30,2 people
460598,F,Yes,36,Yes,Doctor,Average,Between 30 and 41,3 or 4 people
460605,M,Yes,27,Yes,Doctor,Average,Under 30,2 people
460606,M,No,21,No,Healthcare,Low,Under 30,5 or more people
460612,M,No,27,Yes,Entertainment,Low,Under 30,3 or 4 people
460615,F,No,28,Yes,Healthcare,Low,Under 30,2 people
460618,M,Yes,63,Yes,Lawyer,Low,Over 53,3 or 4 people
460619,M,No,48,Yes,Entertainment,Low,Between 41 and 53,2 people
460621,M,Yes,80,Yes,Lawyer,Low,Over 53,2 people
460622,F,Yes,71,Yes,Lawyer,High,Over 53,3 or 4 people
460626,M,Yes,47,No,Doctor,High,Between 41 and 53,3 or 4 people
460627,F,No,22,No,,Low,Under 30,3 or 4 people
460633,M,Yes,35,Yes,,High,Between 30 and 41,2 people
460634,F,No,40,No,Entertainment,Low,Between 30 and 41,5 or more people
460637,F,No,18,No,Healthcare,Low,Under 30,2 people
460638,F,No,26,Yes,Artist,Low,Under 30,3 or 4 people
460639,F,Yes,73,Yes,Lawyer,Low,Over 53,5 or more people
460640,M,Yes,86,,Lawyer,Low,Over 53,1 person
460645,F,No,37,No,Doctor,Low,Between 30 and 41,2 people
460646,M,Yes,59,Yes,Entertainment,Low,Over 53,2 people
460653,F,No,28,No,Homemaker,Low,Under 30,1 person
460656,F,Yes,29,Yes,Artist,Low,Under 30,3 or 4 people
460658,F,Yes,37,Yes,Marketing,Average,Between 30 and 41,3 or 4 people
460659,F,Yes,46,Yes,Marketing,Average,Between 41 and 53,3 or 4 people
460660,M,No,39,,Entertainment,Low,Between 30 and 41,1 person
460661,F,No,33,No,Homemaker,Low,Between 30 and 41,1 person
460668,F,No,32,Yes,Doctor,Low,Between 30 and 41,2 people
460678,F,No,32,No,Doctor,Low,Between 30 and 41,2 people
460686,F,,25,No,Homemaker,Low,Under 30,1 person
460687,F,Yes,48,Yes,Homemaker,Average,Between 41 and 53,2 people
460691,F,No,27,No,Homemaker,Low,Under 30,1 person
460702,F,No,49,Yes,Artist,Low,Between 41 and 53,1 person
460703,F,Yes,33,Yes,Engineer,Average,Between 30 and 41,5 or more people
460706,F,No,33,No,Engineer,Low,Between 30 and 41,5 or more people
460708,M,Yes,39,Yes,Artist,Low,Between 30 and 41,3 or 4 people
460716,M,Yes,50,Yes,Entertainment,Average,Between 41 and 53,3 or 4 people
460719,F,Yes,84,Yes,Lawyer,Low,Over 53,2 people
460720,F,Yes,46,Yes,Artist,Average,Between 41 and 53,2 people
460722,M,Yes,31,No,Entertainment,Average,Between 30 and 41,3 or 4 people
460726,M,Yes,57,Yes,Artist,Average,Over 53,2 people
460727,M,Yes,73,No,Executive,High,Over 53,3 or 4 people
460729,M,Yes,36,Yes,Entertainment,Low,Between 30 and 41,3 or 4 people
460733,M,No,53,Yes,Marketing,Low,Over 53,3 or 4 people
460734,M,Yes,41,Yes,Entertainment,Average,Between 30 and 41,2 people
460738,F,No,53,No,Engineer,Low,Over 53,2 people
460740,M,Yes,35,Yes,Artist,Average,Between 30 and 41,3 or 4 people
460743,M,Yes,62,Yes,Artist,Average,Over 53,3 or 4 people
460746,M,No,23,No,Marketing,Low,Under 30,3 or 4 people
460763,M,No,51,Yes,Artist,Low,Between 41 and 53,2 people
460769,F,Yes,83,No,Lawyer,High,Over 53,2 people
460780,F,No,26,Yes,Healthcare,Low,Under 30,2 people
460783,M,Yes,86,Yes,Lawyer,Low,Over 53,1 person
460785,M,No,26,Yes,Healthcare,Low,Under 30,3 or 4 people
460789,M,Yes,42,Yes,Executive,Low,Between 41 and 53,3 or 4 people
460794,F,Yes,41,Yes,Homemaker,Low,Between 30 and 41,1 person
460796,M,Yes,67,No,Lawyer,Low,Over 53,3 or 4 people
460802,M,Yes,68,Yes,Lawyer,High,Over 53,2 people
460811,F,Yes,45,No,Engineer,High,Between 41 and 53,2 people
460813,F,Yes,86,No,Lawyer,High,Over 53,2 people
460815,M,Yes,62,Yes,Artist,High,Over 53,2 people
460822,M,Yes,42,Yes,Artist,Low,Between 41 and 53,2 people
460825,M,No,26,Yes,Doctor,Low,Under 30,3 or 4 people
460828,M,No,48,No,Entertainment,Low,Between 41 and 53,1 person
460830,M,Yes,40,No,Entertainment,Average,Between 30 and 41,5 or more people
460831,M,No,20,No,Healthcare,Low,Under 30,3 or 4 people
460837,F,No,25,Yes,Artist,Low,Under 30,1 person
460838,M,No,37,Yes,Artist,Low,Between 30 and 41,2 people
460840,M,Yes,77,Yes,Lawyer,Low,Over 53,1 person
460844,M,Yes,50,Yes,Healthcare,Low,Between 41 and 53,2 people
460846,F,No,22,No,Marketing,Low,Under 30,3 or 4 people
460847,M,No,26,Yes,Artist,Low,Under 30,3 or 4 people
460851,M,Yes,71,No,Doctor,Average,Over 53,3 or 4 people
460855,M,Yes,50,Yes,Artist,Low,Between 41 and 53,2 people
460857,M,No,29,No,Entertainment,Low,Under 30,1 person
460859,M,Yes,51,Yes,Entertainment,Low,Between 41 and 53,3 or 4 people
460860,M,Yes,52,Yes,Artist,Average,Between 41 and 53,3 or 4 people
460861,M,No,20,No,Healthcare,Low,Under 30,3 or 4 people
460866,M,No,26,Yes,Doctor,Low,Under 30,5 or more people
460870,M,No,37,Yes,Healthcare,Low,Between 30 and 41,2 people
460871,F,No,33,Yes,Healthcare,Low,Between 30 and 41,2 people
460872,F,Yes,39,Yes,Artist,Low,Between 30 and 41,2 people
460877,F,Yes,53,No,Artist,Average,Over 53,5 or more people
460878,M,Yes,49,No,Entertainment,Average,Between 41 and 53,3 or 4 people
460882,M,No,21,No,Healthcare,Low,Under 30,2 people
460888,M,Yes,39,No,Homemaker,Low,Between 30 and 41,1 person
460891,F,Yes,38,No,Artist,Average,Between 30 and 41,3 or 4 people
460897,M,No,22,No,Healthcare,Low,Under 30,3 or 4 people
460898,M,Yes,52,No,Artist,Average,Between 41 and 53,3 or 4 people
460899,M,No,40,Yes,Entertainment,Low,Between 30 and 41,3 or 4 people
460901,M,No,20,No,Doctor,Low,Under 30,3 or 4 people
460902,M,No,41,Yes,Executive,Low,Between 30 and 41,3 or 4 people
460905,M,No,30,Yes,Artist,Low,Under 30,1 person
460906,F,Yes,89,Yes,Lawyer,High,Over 53,3 or 4 people
460907,M,Yes,83,No,Lawyer,High,Over 53,3 or 4 people
460923,M,Yes,53,Yes,Artist,Average,Over 53,3 or 4 people
460924,M,No,31,No,Doctor,Low,Between 30 and 41,5 or more people
460928,M,Yes,48,Yes,Artist,Average,Between 41 and 53,3 or 4 people
460934,F,No,29,No,Doctor,Low,Under 30,2 people
460935,M,Yes,87,Yes,Lawyer,Low,Over 53,1 person
460945,M,No,19,No,Engineer,Low,Under 30,5 or more people
460953,M,Yes,60,No,Entertainment,Low,Over 53,2 people
460961,M,No,23,No,Healthcare,Low,Under 30,2 people
460962,M,Yes,61,Yes,Executive,High,Over 53,3 or 4 people
460963,F,No,27,Yes,Artist,Low,Under 30,3 or 4 people
460968,M,Yes,32,No,Doctor,Average,Between 30 and 41,2 people
460975,M,Yes,79,,Lawyer,High,Over 53,2 people
460976,M,No,19,No,Healthcare,Low,Under 30,3 or 4 people
460977,M,Yes,42,Yes,Executive,High,Between 41 and 53,3 or 4 people
460979,M,Yes,76,No,Lawyer,Low,Over 53,1 person
460981,F,Yes,41,No,Marketing,Average,Between 30 and 41,2 people
460984,M,Yes,38,Yes,Entertainment,Average,Between 30 and 41,3 or 4 people
460988,M,Yes,43,Yes,Entertainment,Average,Between 41 and 53,3 or 4 people
460989,M,No,19,No,Healthcare,Low,Under 30,3 or 4 people
460991,F,No,28,Yes,Healthcare,Low,Under 30,3 or 4 people
460993,M,Yes,56,Yes,Artist,Average,Over 53,3 or 4 people
460999,M,No,28,Yes,Engineer,Low,Under 30,3 or 4 people
461000,M,Yes,60,No,Marketing,High,Over 53,2 people
461001,F,No,55,Yes,Artist,Low,Over 53,2 people
461015,M,Yes,35,Yes,Entertainment,Average,Between 30 and 41,2 people
461016,M,No,25,No,Healthcare,Low,Under 30,5 or more people
461022,M,Yes,71,Yes,Artist,Low,Over 53,1 person
461023,M,Yes,65,No,Lawyer,High,Over 53,2 people
461024,M,Yes,74,Yes,Lawyer,Low,Over 53,1 person
461028,F,No,20,No,Healthcare,Low,Under 30,3 or 4 people
461029,M,Yes,43,No,Entertainment,Low,Between 41 and 53,2 people
461034,F,No,20,No,Marketing,Low,Under 30,5 or more people
461037,M,Yes,40,Yes,Healthcare,High,Between 30 and 41,5 or more people
461038,F,Yes,46,Yes,Engineer,High,Between 41 and 53,5 or more people
461041,F,Yes,65,No,Lawyer,High,Over 53,5 or more people
461042,M,No,21,No,Healthcare,Low,Under 30,2 people
461043,M,Yes,50,No,Healthcare,Low,Between 41 and 53,5 or more people
461044,M,No,18,No,Healthcare,Low,Under 30,5 or more people
461049,F,Yes,61,Yes,Doctor,Low,Over 53,5 or more people
461050,M,Yes,49,Yes,,High,Between 41 and 53,3 or 4 people
461053,M,Yes,39,No,Executive,High,Between 30 and 41,3 or 4 people
461059,F,Yes,52,No,Lawyer,High,Between 41 and 53,2 people
461060,M,Yes,56,Yes,Executive,High,Over 53,5 or more people
461065,M,Yes,55,Yes,Executive,Low,Over 53,5 or more people
461071,M,Yes,42,No,Engineer,Average,Between 41 and 53,5 or more people
461078,F,No,33,No,Homemaker,Low,Between 30 and 41,5 or more people
461082,M,No,19,No,Healthcare,Low,Under 30,3 or 4 people
461085,F,No,27,No,Engineer,Low,Under 30,1 person
461093,F,Yes,38,Yes,Artist,Average,Between 30 and 41,3 or 4 people
461099,F,No,38,No,Artist,Low,Between 30 and 41,3 or 4 people
461111,F,Yes,43,Yes,Doctor,Low,Between 41 and 53,1 person
461114,M,Yes,53,Yes,Artist,Average,Over 53,3 or 4 people
461116,M,Yes,33,No,Executive,High,Between 30 and 41,3 or 4 people
461118,F,No,30,Yes,Healthcare,Low,Under 30,2 people
461119,F,No,22,No,Healthcare,Low,Under 30,3 or 4 people
461121,M,No,33,No,Doctor,Low,Between 30 and 41,3 or 4 people
461124,M,No,21,No,Healthcare,Low,Under 30,5 or more people
461127,M,No,20,No,Healthcare,Low,Under 30,5 or more people
461128,M,No,19,No,Healthcare,Low,Under 30,3 or 4 people
461129,F,Yes,58,Yes,Entertainment,Average,Over 53,3 or 4 people
461131,M,Yes,67,Yes,Artist,High,Over 53,2 people
461145,F,Yes,36,Yes,Entertainment,Low,Between 30 and 41,2 people
461152,F,No,30,No,Homemaker,Low,Under 30,2 people
461154,M,No,23,No,Homemaker,Low,Under 30,3 or 4 people
461158,F,No,42,Yes,Entertainment,Low,Between 41 and 53,2 people
461162,F,No,37,No,Marketing,Low,Between 30 and 41,3 or 4 people
461163,F,Yes,58,No,Entertainment,Low,Over 53,3 or 4 people
461168,F,Yes,26,No,Engineer,Average,Under 30,2 people
461169,M,No,39,Yes,Entertainment,Low,Between 30 and 41,2 people
461174,F,No,23,No,Marketing,Low,Under 30,3 or 4 people
461177,M,Yes,41,No,Executive,Average,Between 30 and 41,3 or 4 people
461178,M,Yes,26,No,Entertainment,Low,Under 30,3 or 4 people
461179,F,Yes,25,No,Engineer,Low,Under 30,3 or 4 people
461181,M,No,19,No,Healthcare,Low,Under 30,3 or 4 people
461183,M,No,36,No,Executive,Low,Between 30 and 41,5 or more people
461187,M,No,29,No,Healthcare,Low,Under 30,3 or 4 people
461197,M,No,26,No,Marketing,Low,Under 30,1 person
461198,F,No,78,Yes,Lawyer,Low,Over 53,1 person
461201,F,No,55,Yes,Artist,Low,Over 53,1 person
461205,M,No,26,Yes,Healthcare,Low,Under 30,3 or 4 people
461211,F,No,46,Yes,Entertainment,Low,Between 41 and 53,1 person
461214,M,No,29,No,Healthcare,Low,Under 30,3 or 4 people
461215,F,No,36,Yes,Artist,Low,Between 30 and 41,1 person
461218,M,Yes,27,No,Executive,Low,Under 30,5 or more people
461220,F,No,29,No,Executive,Low,Under 30,3 or 4 people
461221,F,No,25,No,Marketing,Low,Under 30,3 or 4 people
461225,F,No,30,No,Marketing,Low,Under 30,5 or more people
461226,M,Yes,45,Yes,,Low,Between 41 and 53,2 people
461230,F,No,21,No,Executive,Low,Under 30,2 people
461232,F,Yes,41,Yes,Executive,High,Between 30 and 41,2 people
461233,M,Yes,38,Yes,Entertainment,Low,Between 30 and 41,2 people
461236,F,No,28,Yes,Healthcare,Low,Under 30,1 person
461237,M,No,33,Yes,Doctor,Low,Between 30 and 41,5 or more people
461241,M,Yes,31,Yes,Healthcare,Low,Between 30 and 41,2 people
461242,M,Yes,45,Yes,Healthcare,Low,Between 41 and 53,2 people
461243,M,Yes,47,Yes,Marketing,Low,Between 41 and 53,5 or more people
461248,F,No,39,No,Healthcare,Low,Between 30 and 41,1 person
461251,F,No,47,Yes,Marketing,Low,Between 41 and 53,2 people
461252,F,Yes,53,Yes,Doctor,Low,Over 53,1 person
461256,M,No,27,No,Doctor,Low,Under 30,3 or 4 people
461257,M,Yes,37,Yes,Engineer,Average,Between 30 and 41,2 people
461258,F,Yes,62,Yes,Artist,Average,Over 53,3 or 4 people
461262,F,No,29,No,Engineer,Low,Under 30,5 or more people
461263,F,Yes,51,Yes,Artist,Low,Between 41 and 53,1 person
461265,M,No,30,No,Marketing,Low,Under 30,5 or more people
461269,M,No,18,No,Entertainment,Low,Under 30,3 or 4 people
461274,F,Yes,87,Yes,Lawyer,High,Over 53,2 people
461276,M,Yes,68,Yes,Marketing,Low,Over 53,2 people
461277,M,Yes,84,Yes,Lawyer,Low,Over 53,1 person
461281,M,No,22,No,Healthcare,Low,Under 30,5 or more people
461286,F,No,22,No,Doctor,Low,Under 30,3 or 4 people
461289,M,No,21,No,Healthcare,Low,Under 30,3 or 4 people
461292,F,Yes,89,No,Lawyer,High,Over 53,2 people
461297,M,Yes,73,No,Lawyer,High,Over 53,2 people
461299,F,Yes,75,Yes,Lawyer,High,Over 53,2 people
461303,F,No,20,No,Doctor,Low,Under 30,3 or 4 people
461308,M,No,22,No,Healthcare,Low,Under 30,2 people
461309,F,No,22,No,Healthcare,Low,Under 30,3 or 4 people
461313,M,Yes,63,Yes,Artist,Average,Over 53,2 people
461314,M,Yes,46,Yes,Artist,Average,Between 41 and 53,3 or 4 people
461319,M,Yes,58,No,Artist,Average,Over 53,2 people
461320,F,No,41,Yes,Artist,Low,Between 30 and 41,3 or 4 people
461322,M,Yes,42,Yes,Artist,Average,Between 41 and 53,2 people
461323,F,Yes,43,Yes,Healthcare,Average,Between 41 and 53,2 people
461324,F,No,49,Yes,Artist,Low,Between 41 and 53,1 person
461326,F,No,40,Yes,Artist,Low,Between 30 and 41,1 person
461335,M,Yes,53,No,Executive,High,Over 53,2 people
461340,M,Yes,36,Yes,Artist,Average,Between 30 and 41,2 people
461346,M,Yes,50,Yes,Artist,Low,Between 41 and 53,2 people
461348,M,Yes,42,Yes,Healthcare,Low,Between 41 and 53,1 person
461350,M,No,30,No,Healthcare,Low,Under 30,3 or 4 people
461352,M,No,29,No,Healthcare,Low,Under 30,5 or more people
461356,M,No,28,Yes,Entertainment,Low,Under 30,2 people
461357,M,No,27,Yes,Healthcare,Low,Under 30,3 or 4 people
461363,M,No,49,Yes,Artist,Low,Between 41 and 53,1 person
461366,M,No,32,Yes,Healthcare,Low,Between 30 and 41,1 person
461370,M,No,25,Yes,Doctor,Low,Under 30,3 or 4 people
461377,F,Yes,63,Yes,Artist,Low,Over 53,1 person
461378,F,No,42,Yes,Artist,Low,Between 41 and 53,1 person
461379,M,No,31,Yes,Healthcare,Low,Between 30 and 41,2 people
461383,M,Yes,71,Yes,Artist,High,Over 53,2 people
461388,M,No,20,No,Healthcare,Low,Under 30,5 or more people
461397,M,No,22,No,Healthcare,Low,Under 30,3 or 4 people
461402,F,No,29,Yes,Entertainment,Low,Under 30,5 or more people
461408,M,Yes,47,Yes,Marketing,Low,Between 41 and 53,3 or 4 people
461421,M,Yes,43,Yes,Artist,Average,Between 41 and 53,3 or 4 people
461423,M,No,32,Yes,Artist,Low,Between 30 and 41,3 or 4 people
461426,M,Yes,47,Yes,Artist,Average,Between 41 and 53,2 people
461428,M,No,46,Yes,Artist,Low,Between 41 and 53,1 person
461432,F,Yes,41,Yes,Artist,Average,Between 30 and 41,2 people
461437,M,Yes,37,Yes,Entertainment,Average,Between 30 and 41,2 people
461439,M,Yes,40,Yes,Artist,Average,Between 30 and 41,2 people
461441,M,Yes,60,Yes,Artist,Average,Over 53,3 or 4 people
461442,M,Yes,46,Yes,Artist,Average,Between 41 and 53,5 or more people
461454,F,Yes,36,Yes,Artist,High,Between 30 and 41,3 or 4 people
461456,F,No,38,No,Marketing,Low,Between 30 and 41,1 person
461457,F,Yes,32,No,Doctor,Low,Between 30 and 41,5 or more people
461458,F,No,41,Yes,Artist,Low,Between 30 and 41,1 person
461462,M,Yes,56,Yes,Marketing,Low,Over 53,3 or 4 people
461465,M,Yes,31,Yes,Artist,Average,Between 30 and 41,2 people
461466,M,Yes,45,No,Artist,Low,Between 41 and 53,2 people
461468,M,Yes,69,Yes,Entertainment,Average,Over 53,3 or 4 people
461469,M,Yes,37,Yes,Artist,Low,Between 30 and 41,2 people
461476,M,Yes,47,Yes,Artist,Average,Between 41 and 53,3 or 4 people
461479,F,Yes,52,Yes,Artist,Average,Between 41 and 53,3 or 4 people
461480,F,Yes,57,Yes,Artist,High,Over 53,3 or 4 people
461482,F,No,50,Yes,Artist,Low,Between 41 and 53,1 person
461494,M,Yes,27,No,Engineer,Average,Under 30,2 people
461501,F,Yes,45,Yes,Engineer,High,Between 41 and 53,3 or 4 people
461503,F,No,30,Yes,Artist,Low,Under 30,2 people
461510,M,Yes,45,Yes,Artist,Low,Between 41 and 53,2 people
461514,M,No,30,No,Healthcare,Low,Under 30,3 or 4 people
461516,M,Yes,31,Yes,Entertainment,Average,Between 30 and 41,3 or 4 people
461518,F,Yes,45,Yes,Artist,Average,Between 41 and 53,3 or 4 people
461521,M,Yes,67,Yes,Artist,High,Over 53,2 people
461522,M,Yes,76,No,Executive,High,Over 53,2 people
461525,M,Yes,69,Yes,Entertainment,Low,Over 53,2 people
461526,M,Yes,83,No,Entertainment,Low,Over 53,2 people
461530,M,Yes,38,Yes,Engineer,Low,Between 30 and 41,2 people
461534,M,Yes,36,Yes,Artist,Low,Between 30 and 41,1 person
461540,M,No,41,Yes,,Low,Between 30 and 41,2 people
461546,F,Yes,69,No,Lawyer,Low,Over 53,3 or 4 people
461548,F,No,33,Yes,Engineer,Low,Between 30 and 41,3 or 4 people
461553,M,No,38,Yes,Artist,Low,Between 30 and 41,3 or 4 people
461556,F,Yes,48,Yes,Engineer,Average,Between 41 and 53,2 people
461558,M,Yes,51,Yes,Engineer,Average,Between 41 and 53,2 people
461564,M,Yes,56,Yes,Executive,High,Over 53,2 people
461570,M,Yes,57,Yes,Artist,Average,Over 53,3 or 4 people
461574,F,Yes,49,Yes,Artist,Average,Between 41 and 53,3 or 4 people
461587,M,No,30,Yes,Healthcare,Low,Under 30,3 or 4 people
461593,F,Yes,40,Yes,Doctor,Average,Between 30 and 41,2 people
461602,F,No,30,Yes,Artist,Low,Under 30,2 people
461604,M,Yes,38,No,Entertainment,Average,Between 30 and 41,2 people
461612,F,No,31,Yes,Healthcare,Low,Between 30 and 41,5 or more people
461615,M,No,33,Yes,Doctor,Low,Between 30 and 41,2 people
461617,M,No,50,Yes,Artist,Low,Between 41 and 53,2 people
461619,M,Yes,52,Yes,Executive,High,Between 41 and 53,3 or 4 people
461624,F,Yes,39,Yes,Artist,Average,Between 30 and 41,2 people
461626,M,Yes,73,Yes,Executive,High,Over 53,2 people
461630,M,Yes,46,Yes,Artist,Average,Between 41 and 53,3 or 4 people
461637,M,Yes,50,Yes,Artist,Low,Between 41 and 53,2 people
461644,M,No,30,No,Healthcare,Low,Under 30,5 or more people
461653,F,Yes,60,Yes,Doctor,Average,Over 53,2 people
461655,F,Yes,39,Yes,Homemaker,Average,Between 30 and 41,2 people
461658,F,Yes,59,Yes,Artist,Average,Over 53,2 people
461659,F,Yes,51,Yes,Artist,Average,Between 41 and 53,2 people
461661,F,Yes,40,Yes,Artist,Average,Between 30 and 41,2 people
461663,M,No,23,No,Healthcare,Low,Under 30,3 or 4 people
461668,M,Yes,53,Yes,Artist,Average,Over 53,3 or 4 people
461671,M,No,32,No,Healthcare,Low,Between 30 and 41,5 or more people
461674,M,Yes,52,Yes,Executive,High,Between 41 and 53,3 or 4 people
461676,F,No,31,Yes,Engineer,Low,Between 30 and 41,1 person
461679,M,No,30,Yes,Healthcare,Low,Under 30,3 or 4 people
461681,M,No,25,Yes,Healthcare,Low,Under 30,3 or 4 people
461683,M,Yes,40,Yes,Executive,High,Between 30 and 41,3 or 4 people
461685,F,No,27,Yes,Healthcare,Low,Under 30,3 or 4 people
461686,M,Yes,61,Yes,Artist,Low,Over 53,2 people
461690,F,No,33,Yes,Engineer,Low,Between 30 and 41,1 person
461694,M,No,28,Yes,Doctor,Low,Under 30,3 or 4 people
461695,F,Yes,48,Yes,Artist,Average,Between 41 and 53,2 people
461698,F,Yes,73,Yes,Artist,High,Over 53,2 people
461701,M,Yes,36,No,Artist,Average,Between 30 and 41,2 people
461705,F,No,32,No,Healthcare,Low,Between 30 and 41,3 or 4 people
461708,M,Yes,82,No,Lawyer,High,Over 53,2 people
461709,M,No,28,Yes,Artist,Low,Under 30,3 or 4 people
461711,F,No,42,Yes,Artist,Low,Between 41 and 53,3 or 4 people
461716,F,Yes,60,Yes,Lawyer,High,Over 53,5 or more people
461720,F,No,46,Yes,Artist,Low,Between 41 and 53,1 person
461722,M,No,31,No,Doctor,Low,Between 30 and 41,3 or 4 people
461724,F,Yes,50,Yes,Artist,Low,Between 41 and 53,1 person
461725,F,No,30,Yes,Engineer,Low,Under 30,1 person
461727,F,No,49,Yes,Artist,Low,Between 41 and 53,3 or 4 people
461737,F,Yes,51,Yes,Doctor,Average,Between 41 and 53,5 or more people
461738,F,Yes,46,Yes,,Average,Between 41 and 53,3 or 4 people
461744,M,Yes,53,Yes,Artist,Average,Over 53,3 or 4 people
461747,M,Yes,65,Yes,Artist,High,Over 53,2 people
