ID;Gender;Ever_Married;Age;Graduated;Profession;Work_Experience;Spending_Score;Family_Size;Var_1;Work_Experience_Imputed;Family_Size_Imputed
460058;M;Yes;50;Yes;Artist;1.0;Low;1.0;Cat_4;1.0;1.0
460059;F;No;46;No;Entertainment;4.0;Low;;Cat_4;4.0;2.0
460061;M;No;52;Yes;Marketing;0.0;Low;1.0;Cat_3;0.0;1.0
460066;F;No;45;No;Marketing;0.0;Low;1.0;Cat_6;0.0;1.0
460068;F;No;37;Yes;Artist;9.0;Low;1.0;Cat_6;9.0;1.0
460073;F;Yes;36;Yes;Engineer;3.0;Low;1.0;Cat_6;3.0;1.0
460075;F;No;25;Yes;Artist;;Low;1.0;Cat_6;2.552586938083121;1.0
460079;F;No;40;No;Doctor;1.0;Low;1.0;Cat_6;1.0;1.0
460081;M;Yes;41;Yes;Artist;11.0;High;2.0;Cat_6;11.0;2.0
460088;F;Yes;25;Yes;Homemaker;;High;2.0;Cat_6;2.552586938083121;2.0
460090;M;Yes;80;No;Lawyer;4.0;Average;2.0;Cat_6;4.0;2.0
460093;F;No;46;Yes;Artist;3.0;Low;1.0;Cat_3;3.0;1.0
460095;F;Yes;81;Yes;Lawyer;1.0;Low;1.0;Cat_6;1.0;1.0
460097;M;;40;Yes;Artist;0.0;Low;2.0;Cat_3;0.0;2.0
460099;M;No;49;Yes;Unknown;1.0;Low;1.0;Cat_3;1.0;1.0
460101;F;No;26;Yes;Healthcare;8.0;Low;3.0;Cat_3;8.0;3.0
460103;M;No;26;Yes;Artist;1.0;Low;1.0;Cat_4;1.0;1.0
460105;F;No;47;Yes;Artist;0.0;Low;1.0;Cat_4;0.0;1.0
460106;F;Yes;71;Yes;Entertainment;0.0;Low;;Cat_6;0.0;2.0
460107;M;Yes;48;Yes;Engineer;1.0;Average;5.0;Cat_6;1.0;5.0
460108;M;Yes;39;Yes;Artist;1.0;Average;3.0;Cat_2;1.0;3.0
460109;M;Yes;50;Yes;Artist;8.0;Average;2.0;Cat_6;8.0;2.0
460110;F;No;46;Yes;Artist;1.0;Low;2.0;;1.0;2.0
460112;M;Yes;26;Yes;Engineer;8.0;Average;2.0;Cat_3;8.0;2.0
460116;F;Yes;42;Yes;Unknown;1.0;Low;2.0;Cat_6;1.0;2.0
460118;F;Yes;36;Yes;Artist;4.0;Low;2.0;Cat_6;4.0;2.0
460119;M;No;29;Yes;Healthcare;1.0;Low;4.0;Cat_6;1.0;4.0
460122;F;No;39;No;Artist;1.0;Low;1.0;Cat_6;1.0;1.0
460124;F;No;41;Yes;Artist;0.0;Low;3.0;Cat_6;0.0;3.0
460126;F;Yes;48;Yes;Marketing;8.0;Low;;Cat_6;8.0;2.0
460134;M;Yes;40;Yes;Entertainment;9.0;High;3.0;Cat_6;9.0;3.0
460135;F;No;25;Yes;Healthcare;4.0;Low;3.0;Cat_6;4.0;3.0
460140;F;Yes;41;Yes;Artist;7.0;Low;2.0;Cat_6;7.0;2.0
460141;M;No;37;Yes;Artist;11.0;Low;1.0;Cat_6;11.0;1.0
460144;F;No;53;Yes;Doctor;0.0;Low;;Cat_3;0.0;2.0
460146;F;Yes;51;Yes;Engineer;0.0;Average;3.0;Cat_3;0.0;3.0
460147;M;Yes;73;Yes;Entertainment;1.0;Average;3.0;Cat_6;1.0;3.0
460157;M;Yes;61;No;Unknown;1.0;Low;5.0;Cat_4;1.0;5.0
460160;M;No;39;Yes;Entertainment;5.0;Low;1.0;Cat_3;5.0;1.0
460162;F;No;19;No;Healthcare;0.0;Low;4.0;Cat_2;0.0;4.0
460166;F;No;19;No;Healthcare;0.0;Low;7.0;Cat_2;0.0;7.0
460167;F;No;23;No;Entertainment;1.0;Low;5.0;Cat_2;1.0;5.0
460168;M;Yes;83;Yes;Executive;0.0;High;2.0;Cat_2;0.0;2.0
460171;F;Yes;62;Yes;Artist;1.0;High;2.0;Cat_6;1.0;2.0
460174;F;No;43;Yes;Artist;9.0;Low;4.0;Cat_6;9.0;4.0
460175;F;No;27;No;Artist;0.0;Low;5.0;Cat_2;0.0;5.0
460177;M;No;50;Yes;Artist;0.0;Low;1.0;Cat_6;0.0;1.0
460179;F;No;23;No;Entertainment;0.0;Low;6.0;Cat_2;0.0;6.0
460183;M;No;35;No;Entertainment;9.0;Low;2.0;Cat_6;9.0;2.0
460185;M;No;32;No;Healthcare;9.0;Low;3.0;Cat_6;9.0;3.0
460187;F;No;42;Yes;Doctor;2.0;Low;3.0;Cat_6;2.0;3.0
460189;M;No;33;No;Entertainment;13.0;Low;1.0;Cat_6;13.0;1.0
460190;F;No;28;Yes;Entertainment;9.0;Low;3.0;Cat_6;9.0;3.0
460192;M;Yes;35;Yes;Unknown;1.0;Low;2.0;Cat_7;1.0;2.0
460196;F;No;35;Yes;Healthcare;9.0;Low;2.0;Cat_6;9.0;2.0
460206;F;Yes;39;Yes;Entertainment;0.0;Low;2.0;Cat_6;0.0;2.0
460211;M;Yes;28;;Artist;6.0;Low;1.0;Cat_6;6.0;1.0
460212;M;Yes;35;Yes;Entertainment;11.0;Low;6.0;Cat_6;11.0;6.0
460214;F;Yes;45;Yes;Engineer;0.0;Average;2.0;Cat_6;0.0;2.0
460222;F;;73;Yes;Lawyer;4.0;High;;Cat_6;4.0;2.0
460223;M;No;52;No;Entertainment;1.0;Low;1.0;Cat_6;1.0;1.0
460227;M;No;28;No;Healthcare;0.0;Low;3.0;Cat_6;0.0;3.0
460242;M;Yes;38;Yes;Healthcare;9.0;Low;3.0;Cat_6;9.0;3.0
460243;F;No;42;Yes;Entertainment;8.0;Low;1.0;Cat_6;8.0;1.0
460247;F;No;26;No;Doctor;9.0;Low;;Cat_6;9.0;2.0
460248;F;No;27;Yes;Healthcare;7.0;Low;2.0;Cat_6;7.0;2.0
460252;M;Yes;41;Yes;Artist;0.0;Low;2.0;Cat_6;0.0;2.0
460263;M;Yes;41;Yes;Artist;1.0;Low;2.0;Cat_6;1.0;2.0
460265;M;Yes;47;Yes;Executive;0.0;High;4.0;Cat_6;0.0;4.0
460270;M;No;35;Yes;Doctor;8.0;Low;1.0;Cat_6;8.0;1.0
460272;F;No;88;Yes;Lawyer;0.0;Low;1.0;Cat_6;0.0;1.0
460275;F;No;46;Yes;Artist;6.0;Low;1.0;Cat_6;6.0;1.0
460276;F;Yes;41;Yes;Artist;3.0;Low;2.0;Cat_6;3.0;2.0
460281;F;No;30;Yes;Doctor;10.0;Low;5.0;Cat_6;10.0;5.0
460283;M;Yes;43;Yes;Doctor;12.0;Low;2.0;Cat_6;12.0;2.0
460284;F;No;29;Yes;Entertainment;9.0;Low;2.0;Cat_6;9.0;2.0
460287;M;Yes;48;Yes;Artist;1.0;Low;1.0;Cat_6;1.0;1.0
460289;F;Yes;61;Yes;Artist;4.0;Average;6.0;Cat_4;4.0;6.0
460298;F;No;51;Yes;Lawyer;2.0;Low;1.0;Cat_6;2.0;1.0
460303;F;No;38;Yes;Artist;2.0;Low;1.0;;2.0;1.0
460305;F;;49;Yes;Entertainment;0.0;High;1.0;Cat_6;0.0;1.0
460306;F;No;43;Yes;Healthcare;9.0;Low;1.0;Cat_6;9.0;1.0
460310;M;No;27;No;Healthcare;14.0;Low;4.0;Cat_6;14.0;4.0
460315;F;No;35;No;Doctor;14.0;Low;6.0;Cat_7;14.0;6.0
460319;F;Yes;39;No;Doctor;4.0;Average;2.0;Cat_7;4.0;2.0
460322;F;Yes;52;No;Engineer;9.0;Low;;Cat_6;9.0;2.0
460323;F;No;38;Yes;Engineer;10.0;Low;1.0;Cat_6;10.0;1.0
460324;F;No;30;Yes;Entertainment;12.0;Low;2.0;Cat_6;12.0;2.0
460327;F;No;43;Yes;Artist;10.0;Low;1.0;Cat_6;10.0;1.0
460333;F;No;42;No;Entertainment;10.0;Low;4.0;Cat_6;10.0;4.0
460336;F;No;46;Yes;Artist;2.0;Low;1.0;Cat_7;2.0;1.0
460340;F;No;47;Yes;Artist;11.0;Low;2.0;Cat_6;11.0;2.0
460341;F;No;32;No;Entertainment;13.0;Low;5.0;Cat_7;13.0;5.0
460344;F;Yes;53;Yes;Artist;11.0;Average;2.0;Cat_6;11.0;2.0
460346;F;Yes;43;Yes;Artist;12.0;Average;;Cat_6;12.0;2.0
460348;F;No;39;Yes;Artist;0.0;Low;2.0;Cat_6;0.0;2.0
460349;M;;42;Yes;Artist;3.0;Average;2.0;Cat_6;3.0;2.0
460354;F;No;37;Yes;Artist;3.0;Low;1.0;Cat_3;3.0;1.0
460356;M;No;19;No;Healthcare;0.0;Low;4.0;Cat_6;0.0;4.0
460358;M;No;30;No;Marketing;1.0;Low;1.0;Cat_3;1.0;1.0
460361;F;Yes;49;Yes;Artist;0.0;Low;1.0;Cat_4;0.0;1.0
460362;M;Yes;55;Yes;Healthcare;0.0;Low;3.0;Cat_4;0.0;3.0
460365;F;Yes;59;Yes;Doctor;1.0;Low;2.0;Cat_4;1.0;2.0
460369;F;Yes;46;Yes;Artist;;Low;2.0;Cat_6;2.552586938083121;2.0
460370;F;Yes;27;Yes;Executive;9.0;High;2.0;Cat_6;9.0;2.0
460371;F;No;25;Yes;Artist;1.0;Low;2.0;Cat_6;1.0;2.0
460378;F;No;37;Yes;Doctor;1.0;Low;1.0;Cat_6;1.0;1.0
460379;M;No;38;Yes;Artist;9.0;Low;3.0;Cat_6;9.0;3.0
460380;M;No;29;Yes;Entertainment;9.0;Low;3.0;Cat_6;9.0;3.0
460381;M;No;28;Yes;Artist;11.0;Low;2.0;Cat_6;11.0;2.0
460384;F;Yes;27;Yes;Marketing;8.0;Low;2.0;Cat_6;8.0;2.0
460387;F;No;42;No;Entertainment;3.0;Low;2.0;Cat_6;3.0;2.0
460388;F;No;43;Yes;Artist;14.0;Low;2.0;Cat_6;14.0;2.0
460389;F;Yes;40;Yes;Healthcare;8.0;Average;2.0;Cat_6;8.0;2.0
460390;M;No;41;Yes;Artist;9.0;Low;3.0;Cat_6;9.0;3.0
460392;M;Yes;46;No;Entertainment;8.0;Low;1.0;Cat_1;8.0;1.0
460394;F;No;32;Yes;Healthcare;9.0;Low;3.0;Cat_6;9.0;3.0
460397;F;No;56;Yes;Entertainment;1.0;Low;1.0;Cat_6;1.0;1.0
460399;M;No;28;Yes;Marketing;12.0;Low;1.0;Cat_6;12.0;1.0
460401;F;No;25;Yes;Artist;0.0;Low;3.0;Cat_7;0.0;3.0
460404;M;Yes;42;Yes;Artist;6.0;Low;7.0;Cat_6;6.0;7.0
460405;F;No;41;Yes;Entertainment;5.0;Low;2.0;Cat_6;5.0;2.0
460406;M;Yes;36;Yes;Healthcare;3.0;Low;2.0;Cat_6;3.0;2.0
460408;F;No;42;Yes;Artist;2.0;Low;1.0;Cat_6;2.0;1.0
460409;F;No;42;Yes;Artist;8.0;Low;4.0;Cat_6;8.0;4.0
460415;F;No;55;Yes;Entertainment;1.0;Low;2.0;Cat_6;1.0;2.0
460422;M;Yes;52;Yes;Entertainment;1.0;High;;Cat_6;1.0;2.0
460431;F;No;47;Yes;Engineer;1.0;Low;1.0;Cat_6;1.0;1.0
460434;M;;57;Yes;Artist;2.0;High;3.0;Cat_6;2.0;3.0
460437;F;No;26;Yes;Artist;8.0;Low;1.0;Cat_6;8.0;1.0
460440;F;No;28;No;Artist;5.0;Low;2.0;Cat_6;5.0;2.0
460443;F;No;37;Yes;Doctor;0.0;Low;1.0;Cat_6;0.0;1.0
460447;M;;89;No;Lawyer;0.0;Low;1.0;Cat_3;0.0;1.0
460449;M;No;25;No;Marketing;2.0;Low;1.0;Cat_3;2.0;1.0
460450;M;Yes;50;Yes;Executive;1.0;High;4.0;Cat_4;1.0;4.0
460453;F;No;42;Yes;Doctor;5.0;Low;1.0;Cat_6;5.0;1.0
460454;M;No;48;Yes;Artist;;Low;1.0;Cat_6;2.552586938083121;1.0
460457;F;No;37;Yes;Entertainment;9.0;Low;;Cat_3;9.0;2.0
460459;F;No;30;No;Engineer;1.0;Low;5.0;Cat_3;1.0;5.0
460460;M;Yes;26;No;Entertainment;2.0;Low;4.0;Cat_3;2.0;4.0
460467;F;Yes;47;Yes;Artist;;Average;2.0;Cat_6;2.552586938083121;2.0
460470;M;No;36;No;Healthcare;;Low;4.0;Cat_4;2.552586938083121;4.0
460476;M;Yes;53;No;Doctor;;Average;4.0;Cat_3;2.552586938083121;4.0
460477;M;No;30;No;Entertainment;1.0;Low;6.0;Cat_3;1.0;6.0
460484;F;No;20;No;Healthcare;4.0;Low;7.0;Cat_3;4.0;7.0
460485;F;No;19;No;Marketing;8.0;Low;5.0;Cat_3;8.0;5.0
460489;M;No;19;No;Healthcare;9.0;Low;6.0;Cat_3;9.0;6.0
460492;F;No;37;No;Marketing;12.0;Low;;Cat_3;12.0;2.0
460495;M;No;20;No;Healthcare;0.0;Low;6.0;Cat_3;0.0;6.0
460504;M;;39;No;Executive;;Average;3.0;Cat_3;2.552586938083121;3.0
460505;F;No;26;Yes;Engineer;1.0;Low;3.0;Cat_3;1.0;3.0
460507;M;No;31;No;Doctor;0.0;Low;4.0;Cat_3;0.0;4.0
460508;M;Yes;31;Yes;Healthcare;2.0;High;3.0;Cat_3;2.0;3.0
460518;F;Yes;41;Yes;Engineer;9.0;Average;3.0;Cat_3;9.0;3.0
460522;F;Yes;32;No;Homemaker;;Average;2.0;Cat_4;2.552586938083121;2.0
460541;F;Yes;42;Yes;Homemaker;0.0;Average;3.0;Cat_3;0.0;3.0
460542;F;Yes;89;No;Lawyer;1.0;Low;;Cat_3;1.0;2.0
460545;M;Yes;78;No;Lawyer;1.0;High;3.0;Cat_3;1.0;3.0
460546;F;Yes;65;Yes;Lawyer;1.0;Low;2.0;Cat_3;1.0;2.0
460547;F;Yes;48;Yes;Homemaker;0.0;Average;;Cat_3;0.0;2.0
460549;M;No;36;Yes;Artist;8.0;Low;2.0;Cat_3;8.0;2.0
460550;F;Yes;55;Yes;Artist;0.0;Average;4.0;Cat_3;0.0;4.0
460551;M;Yes;52;Yes;Engineer;0.0;Average;2.0;Cat_3;0.0;2.0
460555;M;Yes;52;Yes;Homemaker;7.0;Average;3.0;Cat_3;7.0;3.0
460556;F;Yes;41;Yes;Unknown;1.0;Low;1.0;Cat_3;1.0;1.0
460558;F;Yes;36;Yes;Engineer;;Low;1.0;Cat_3;2.552586938083121;1.0
460561;F;No;37;No;Engineer;7.0;Low;1.0;Cat_3;7.0;1.0
460563;F;No;40;No;Healthcare;1.0;Low;2.0;Cat_1;1.0;2.0
460566;M;Yes;38;Yes;Homemaker;;Average;2.0;Cat_3;2.552586938083121;2.0
460571;M;No;25;No;Doctor;0.0;Low;3.0;Cat_3;0.0;3.0
460572;F;No;33;Yes;Engineer;1.0;Low;4.0;Cat_3;1.0;4.0
460574;M;No;26;Yes;Artist;1.0;Low;1.0;Cat_3;1.0;1.0
460582;F;No;28;No;Entertainment;0.0;Low;1.0;Cat_3;0.0;1.0
460583;M;No;18;No;Marketing;0.0;Low;6.0;Cat_3;0.0;6.0
460585;M;No;52;No;Entertainment;0.0;Low;3.0;Cat_3;0.0;3.0
460586;M;No;26;Yes;Healthcare;0.0;Low;2.0;Cat_3;0.0;2.0
460588;M;No;18;No;Healthcare;0.0;Low;4.0;Cat_3;0.0;4.0
460597;F;No;20;No;Marketing;1.0;Low;2.0;Cat_3;1.0;2.0
460598;F;Yes;36;Yes;Doctor;0.0;Average;3.0;Cat_3;0.0;3.0
460605;M;Yes;27;Yes;Doctor;8.0;Average;2.0;Cat_4;8.0;2.0
460606;M;No;21;No;Healthcare;;Low;5.0;Cat_7;2.552586938083121;5.0
460612;M;No;27;Yes;Entertainment;8.0;Low;4.0;Cat_3;8.0;4.0
460615;F;No;28;Yes;Healthcare;;Low;;Cat_3;2.552586938083121;2.0
460618;M;Yes;63;Yes;Lawyer;;Low;4.0;Cat_3;2.552586938083121;4.0
460619;M;No;48;Yes;Entertainment;;Low;;Cat_3;2.552586938083121;2.0
460621;M;Yes;80;Yes;Lawyer;1.0;Low;2.0;Cat_3;1.0;2.0
460622;F;Yes;71;Yes;Lawyer;7.0;High;3.0;Cat_3;7.0;3.0
460626;M;Yes;47;No;Doctor;8.0;High;4.0;Cat_6;8.0;4.0
460627;F;No;22;No;Unknown;1.0;Low;4.0;Cat_3;1.0;4.0
460633;M;Yes;35;Yes;Unknown;;High;2.0;Cat_3;2.552586938083121;2.0
460634;F;No;40;No;Entertainment;;Low;6.0;Cat_3;2.552586938083121;6.0
460637;F;No;18;No;Healthcare;;Low;;Cat_3;2.552586938083121;2.0
460638;F;No;26;Yes;Artist;0.0;Low;4.0;Cat_3;0.0;4.0
460639;F;Yes;73;Yes;Lawyer;;Low;5.0;Cat_1;2.552586938083121;5.0
460640;M;Yes;86;;Lawyer;;Low;1.0;Cat_3;2.552586938083121;1.0
460645;F;No;37;No;Doctor;1.0;Low;2.0;Cat_3;1.0;2.0
460646;M;Yes;59;Yes;Entertainment;;Low;;Cat_3;2.552586938083121;2.0
460653;F;No;28;No;Homemaker;8.0;Low;1.0;Cat_4;8.0;1.0
460656;F;Yes;29;Yes;Artist;9.0;Low;3.0;Cat_6;9.0;3.0
460658;F;Yes;37;Yes;Marketing;7.0;Average;3.0;Cat_6;7.0;3.0
460659;F;Yes;46;Yes;Marketing;;Average;3.0;Cat_6;2.552586938083121;3.0
460660;M;No;39;;Entertainment;6.0;Low;1.0;Cat_6;6.0;1.0
460661;F;No;33;No;Homemaker;8.0;Low;1.0;Cat_6;8.0;1.0
460668;F;No;32;Yes;Doctor;;Low;2.0;Cat_3;2.552586938083121;2.0
460678;F;No;32;No;Doctor;6.0;Low;2.0;Cat_3;6.0;2.0
460686;F;;25;No;Homemaker;8.0;Low;1.0;Cat_3;8.0;1.0
460687;F;Yes;48;Yes;Homemaker;9.0;Average;2.0;Cat_3;9.0;2.0
460691;F;No;27;No;Homemaker;8.0;Low;1.0;Cat_3;8.0;1.0
460702;F;No;49;Yes;Artist;1.0;Low;1.0;Cat_6;1.0;1.0
460703;F;Yes;33;Yes;Engineer;8.0;Average;5.0;Cat_4;8.0;5.0
460706;F;No;33;No;Engineer;7.0;Low;6.0;Cat_4;7.0;6.0
460708;M;Yes;39;Yes;Artist;0.0;Low;3.0;Cat_6;0.0;3.0
460716;M;Yes;50;Yes;Entertainment;0.0;Average;4.0;Cat_6;0.0;4.0
460719;F;Yes;84;Yes;Lawyer;0.0;Low;;Cat_3;0.0;2.0
460720;F;Yes;46;Yes;Artist;0.0;Average;2.0;Cat_6;0.0;2.0
460722;M;Yes;31;No;Entertainment;0.0;Average;3.0;Cat_3;0.0;3.0
460726;M;Yes;57;Yes;Artist;3.0;Average;2.0;Cat_6;3.0;2.0
460727;M;Yes;73;No;Executive;1.0;High;4.0;Cat_3;1.0;4.0
460729;M;Yes;36;Yes;Entertainment;9.0;Low;4.0;Cat_6;9.0;4.0
460733;M;No;53;Yes;Marketing;2.0;Low;4.0;Cat_6;2.0;4.0
460734;M;Yes;41;Yes;Entertainment;9.0;Average;;Cat_2;9.0;2.0
460738;F;No;53;No;Engineer;0.0;Low;;Cat_7;0.0;2.0
460740;M;Yes;35;Yes;Artist;2.0;Average;3.0;Cat_6;2.0;3.0
460743;M;Yes;62;Yes;Artist;0.0;Average;3.0;Cat_6;0.0;3.0
460746;M;No;23;No;Marketing;0.0;Low;3.0;Cat_6;0.0;3.0
460763;M;No;51;Yes;Artist;1.0;Low;2.0;Cat_6;1.0;2.0
460769;F;Yes;83;No;Lawyer;1.0;High;2.0;Cat_6;1.0;2.0
460780;F;No;26;Yes;Healthcare;0.0;Low;2.0;Cat_3;0.0;2.0
460783;M;Yes;86;Yes;Lawyer;1.0;Low;1.0;Cat_6;1.0;1.0
460785;M;No;26;Yes;Healthcare;0.0;Low;4.0;Cat_7;0.0;4.0
460789;M;Yes;42;Yes;Executive;0.0;Low;3.0;Cat_6;0.0;3.0
460794;F;Yes;41;Yes;Homemaker;9.0;Low;1.0;Cat_6;9.0;1.0
460796;M;Yes;67;No;Lawyer;0.0;Low;3.0;Cat_6;0.0;3.0
460802;M;Yes;68;Yes;Lawyer;1.0;High;2.0;Cat_6;1.0;2.0
460811;F;Yes;45;No;Engineer;0.0;High;2.0;Cat_6;0.0;2.0
460813;F;Yes;86;No;Lawyer;0.0;High;2.0;Cat_6;0.0;2.0
460815;M;Yes;62;Yes;Artist;0.0;High;2.0;Cat_3;0.0;2.0
460822;M;Yes;42;Yes;Artist;1.0;Low;2.0;Cat_6;1.0;2.0
460825;M;No;26;Yes;Doctor;0.0;Low;3.0;Cat_4;0.0;3.0
460828;M;No;48;No;Entertainment;1.0;Low;1.0;Cat_6;1.0;1.0
460830;M;Yes;40;No;Entertainment;3.0;Average;5.0;Cat_2;3.0;5.0
460831;M;No;20;No;Healthcare;0.0;Low;4.0;Cat_6;0.0;4.0
460837;F;No;25;Yes;Artist;1.0;Low;1.0;Cat_5;1.0;1.0
460838;M;No;37;Yes;Artist;1.0;Low;;Cat_6;1.0;2.0
460840;M;Yes;77;Yes;Lawyer;1.0;Low;1.0;Cat_6;1.0;1.0
460844;M;Yes;50;Yes;Healthcare;;Low;2.0;Cat_6;2.552586938083121;2.0
460846;F;No;22;No;Marketing;0.0;Low;4.0;Cat_6;0.0;4.0
460847;M;No;26;Yes;Artist;1.0;Low;3.0;Cat_6;1.0;3.0
460851;M;Yes;71;No;Doctor;0.0;Average;3.0;Cat_6;0.0;3.0
460855;M;Yes;50;Yes;Artist;;Low;2.0;Cat_6;2.552586938083121;2.0
460857;M;No;29;No;Entertainment;1.0;Low;1.0;Cat_4;1.0;1.0
460859;M;Yes;51;Yes;Entertainment;;Low;4.0;Cat_6;2.552586938083121;4.0
460860;M;Yes;52;Yes;Artist;6.0;Average;4.0;Cat_6;6.0;4.0
460861;M;No;20;No;Healthcare;1.0;Low;3.0;Cat_3;1.0;3.0
460866;M;No;26;Yes;Doctor;0.0;Low;9.0;Cat_4;0.0;9.0
460870;M;No;37;Yes;Healthcare;;Low;;Cat_4;2.552586938083121;2.0
460871;F;No;33;Yes;Healthcare;;Low;;Cat_6;2.552586938083121;2.0
460872;F;Yes;39;Yes;Artist;0.0;Low;2.0;Cat_4;0.0;2.0
460877;F;Yes;53;No;Artist;1.0;Average;5.0;Cat_6;1.0;5.0
460878;M;Yes;49;No;Entertainment;0.0;Average;4.0;Cat_6;0.0;4.0
460882;M;No;21;No;Healthcare;0.0;Low;2.0;Cat_3;0.0;2.0
460888;M;Yes;39;No;Homemaker;8.0;Low;1.0;Cat_6;8.0;1.0
460891;F;Yes;38;No;Artist;2.0;Average;4.0;Cat_3;2.0;4.0
460897;M;No;22;No;Healthcare;4.0;Low;4.0;Cat_6;4.0;4.0
460898;M;Yes;52;No;Artist;2.0;Average;4.0;Cat_6;2.0;4.0
460899;M;No;40;Yes;Entertainment;;Low;3.0;Cat_6;2.552586938083121;3.0
460901;M;No;20;No;Doctor;8.0;Low;3.0;Cat_6;8.0;3.0
460902;M;No;41;Yes;Executive;1.0;Low;3.0;Cat_6;1.0;3.0
460905;M;No;30;Yes;Artist;1.0;Low;1.0;Cat_3;1.0;1.0
460906;F;Yes;89;Yes;Lawyer;1.0;High;3.0;Cat_6;1.0;3.0
460907;M;Yes;83;No;Lawyer;1.0;High;3.0;Cat_6;1.0;3.0
460923;M;Yes;53;Yes;Artist;0.0;Average;3.0;Cat_6;0.0;3.0
460924;M;No;31;No;Doctor;1.0;Low;5.0;Cat_2;1.0;5.0
460928;M;Yes;48;Yes;Artist;1.0;Average;4.0;Cat_6;1.0;4.0
460934;F;No;29;No;Doctor;0.0;Low;2.0;Cat_6;0.0;2.0
460935;M;Yes;87;Yes;Lawyer;0.0;Low;1.0;Cat_6;0.0;1.0
460945;M;No;19;No;Engineer;4.0;Low;7.0;Cat_6;4.0;7.0
460953;M;Yes;60;No;Entertainment;1.0;Low;2.0;Cat_6;1.0;2.0
460961;M;No;23;No;Healthcare;1.0;Low;2.0;Cat_3;1.0;2.0
460962;M;Yes;61;Yes;Executive;9.0;High;4.0;Cat_6;9.0;4.0
460963;F;No;27;Yes;Artist;1.0;Low;3.0;Cat_6;1.0;3.0
460968;M;Yes;32;No;Doctor;14.0;Average;2.0;Cat_3;14.0;2.0
460975;M;Yes;79;;Lawyer;0.0;High;2.0;Cat_6;0.0;2.0
460976;M;No;19;No;Healthcare;1.0;Low;4.0;Cat_6;1.0;4.0
460977;M;Yes;42;Yes;Executive;0.0;High;3.0;Cat_4;0.0;3.0
460979;M;Yes;76;No;Lawyer;1.0;Low;1.0;Cat_6;1.0;1.0
460981;F;Yes;41;No;Marketing;1.0;Average;2.0;Cat_6;1.0;2.0
460984;M;Yes;38;Yes;Entertainment;0.0;Average;4.0;Cat_6;0.0;4.0
460988;M;Yes;43;Yes;Entertainment;0.0;Average;3.0;Cat_4;0.0;3.0
460989;M;No;19;No;Healthcare;1.0;Low;3.0;Cat_1;1.0;3.0
460991;F;No;28;Yes;Healthcare;1.0;Low;3.0;Cat_7;1.0;3.0
460993;M;Yes;56;Yes;Artist;0.0;Average;4.0;Cat_6;0.0;4.0
460999;M;No;28;Yes;Engineer;0.0;Low;3.0;Cat_3;0.0;3.0
461000;M;Yes;60;No;Marketing;1.0;High;2.0;Cat_3;1.0;2.0
461001;F;No;55;Yes;Artist;0.0;Low;;Cat_3;0.0;2.0
461015;M;Yes;35;Yes;Entertainment;1.0;Average;2.0;Cat_3;1.0;2.0
461016;M;No;25;No;Healthcare;5.0;Low;5.0;Cat_3;5.0;5.0
461022;M;Yes;71;Yes;Artist;1.0;Low;1.0;Cat_3;1.0;1.0
461023;M;Yes;65;No;Lawyer;;High;2.0;Cat_3;2.552586938083121;2.0
461024;M;Yes;74;Yes;Lawyer;1.0;Low;1.0;Cat_6;1.0;1.0
461028;F;No;20;No;Healthcare;5.0;Low;4.0;Cat_4;5.0;4.0
461029;M;Yes;43;No;Entertainment;9.0;Low;2.0;Cat_4;9.0;2.0
461034;F;No;20;No;Marketing;3.0;Low;6.0;Cat_3;3.0;6.0
461037;M;Yes;40;Yes;Healthcare;;High;5.0;Cat_3;2.552586938083121;5.0
461038;F;Yes;46;Yes;Engineer;0.0;High;5.0;Cat_3;0.0;5.0
461041;F;Yes;65;No;Lawyer;1.0;High;7.0;Cat_3;1.0;7.0
461042;M;No;21;No;Healthcare;0.0;Low;;Cat_4;0.0;2.0
461043;M;Yes;50;No;Healthcare;1.0;Low;7.0;Cat_4;1.0;7.0
461044;M;No;18;No;Healthcare;0.0;Low;5.0;Cat_4;0.0;5.0
461049;F;Yes;61;Yes;Doctor;1.0;Low;7.0;Cat_7;1.0;7.0
461050;M;Yes;49;Yes;Unknown;1.0;High;3.0;Cat_6;1.0;3.0
461053;M;Yes;39;No;Executive;;High;4.0;Cat_3;2.552586938083121;4.0
461059;F;Yes;52;No;Lawyer;1.0;High;2.0;Cat_6;1.0;2.0
461060;M;Yes;56;Yes;Executive;0.0;High;5.0;Cat_6;0.0;5.0
461065;M;Yes;55;Yes;Executive;;Low;6.0;Cat_3;2.552586938083121;6.0
461071;M;Yes;42;No;Engineer;1.0;Average;5.0;Cat_3;1.0;5.0
461078;F;No;33;No;Homemaker;0.0;Low;6.0;Cat_3;0.0;6.0
461082;M;No;19;No;Healthcare;8.0;Low;4.0;Cat_1;8.0;4.0
461085;F;No;27;No;Engineer;1.0;Low;1.0;Cat_3;1.0;1.0
461093;F;Yes;38;Yes;Artist;1.0;Average;4.0;Cat_3;1.0;4.0
461099;F;No;38;No;Artist;1.0;Low;4.0;Cat_3;1.0;4.0
461111;F;Yes;43;Yes;Doctor;8.0;Low;1.0;Cat_6;8.0;1.0
461114;M;Yes;53;Yes;Artist;1.0;Average;4.0;Cat_3;1.0;4.0
